position,rank,name,lastName,uri,imageUri,worth,salary,managementAssets,government,title,pay,headquarters,state,age,source,industry,gender,country,timestamp,squareImage,worthChange,realTimeWorth,realTimeRank,realTimePosition
,,Sanjiv Bajaj,Bajaj,sanjiv-bajaj,no-pic,,,,,,,,,54,Diversified,Diversified,M,India,1708230002206,,0.0,5120.749,566,567
,,Sara Blakely,Blakely,sara-blakely,sara-blakely,,,,,,,GA,Georgia,52,Spanx,Fashion & Retail,F,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ceedf889736330008aa67c8/416x416.jpg?background=000000&cropX1=759&cropX2=2600&cropY1=472&cropY2=2314,0.0,1137.732,2367,2367
,,Sara George Muthoot,Muthoot,sara-george-muthoot,no-pic-female,,,,,,,,,63,financial services,Finance & Investments,F,India,1708230002206,https://specials-images.forbesimg.com/imageserve/621911d27dbc1fa2f4949c9c/416x416.jpg?background=000000&cropX1=0&cropX2=1249&cropY1=57&cropY2=1306,0.0,1274.616,2211,2214
,,Saroj Rani Gupta,Gupta,saroj-rani-gupta,no-pic-female,,,,,,,,,73,Steel tubes,Manufacturing,F,India,1708230002206,,0.0,1436.587,2022,2022
,,Sasson Dayan & family,Dayan,sasson-dayan,no-pic,,,,,,,,,83,Banking,Finance & Investments,M,Brazil,1708230002206,,0.0,1728.983,1734,1734
,,Sathien Sathientham,Sathientham,sathien-sathientham,no-pic,,,,,,,,,69,energy drinks,Food & Beverage,M,Thailand,1708230002206,https://specials-images.forbesimg.com/imageserve/64a6eaf0627c310e348aa487/416x416.jpg?background=000000&cropX1=181&cropX2=591&cropY1=62&cropY2=473,0.0,1532.008,1913,1913
,,Satish Reddy,Reddy,satish-reddy,no-pic,,,,,,,,,56,Pharmaceuticals,Healthcare,M,India,1708230002206,,0.0,1836.058,1653,1653
,,Satyanarayan Nuwal,Nuwal,satyanarayan-nuwal-1,no-pic,,,,,,,,,71,Industrial explosives,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/6231f3400bf3ecf0f411ddb9/416x416.jpg?background=000000&cropX1=808&cropX2=2537&cropY1=610&cropY2=2340,0.0,3214.818,981,981
,,Scott Crabill,Crabill,scott-crabill,no-pic,,,,,,,CA,California,54,Private equity,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6515b78d73da13f22dfe4921/416x416.jpg?background=000000&cropX1=67&cropX2=1630&cropY1=0&cropY2=1563,0.0,3340.0,931,932
,,Scott Nuttall,Nuttall,scott-nuttall,no-pic,,,,,,,NY,New York,51,Private equity,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/61966d280698c531342f4fd4/416x416.jpg?background=000000&cropX1=366&cropX2=2617&cropY1=97&cropY2=2347,0.0,2074.239,1491,1491
,,Scott Shleifer,Shleifer,scott-shleifer,scott-shleifer,,,,,,,NY,New York,46,Private equity,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5c9cfd2ca7ea43206f1395e7/416x416.jpg?background=000000&cropX1=119&cropX2=1072&cropY1=188&cropY2=1141,0.0,2511.0,1261,1261
,,Scott Watterson,Watterson,scott-watterson,no-pic,,,,,,,UT,Utah,68,Fitness equipment,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/614b5f37d16c7d2a9de0321a/416x416.jpg?background=000000&cropX1=0&cropX2=2726&cropY1=0&cropY2=2726,0.0,1574.45,1869,1869
,,Sebastian Glaser,Glaser,sebastian-glaser,no-pic,,,,,,,,,,Sensor technology,Technology,M,Germany,1708230002206,,0.0,2825.291,1116,1116
,,Sehat Sutardja,Sutardja,sehat-sutardja,no-pic,,,,,,,NV,Nevada,62,Semiconductors,Technology,M,United States,1708230002206,,0.0,1362.025,2110,2110
,,Seifeddin Rustamov,Rustamov,seifeddin-rustamov,no-pic,,,,,,,VA,Virginia,61,Chemicals,Manufacturing,M,Russia,1708230002206,,0.0,1047.564,2487,2487
,,Sekar Vembu,Vembu,sekar-vembu,no-pic,,,,,,,,,52,Business software,Technology,M,India,1708230002206,,0.0,1569.117,1875,1875
,,Sergey Dmitriev,Dmitriev,sergey-dmitriev,no-pic,,,,,,,,,57,Software,Technology,M,Cyprus,1708230002206,,0.0,2508.0,1263,1263
,,Sergey Lomakin,Lomakin,sergey-lomakin,no-pic,,,,,,,,,50,Retail,Fashion & Retail,M,Russia,1708230002206,,0.0,1811.33,1669,1669
,,Sergio Fogel,Fogel,sergio-fogel,no-pic,,,,,,,,,60,fintech,Finance & Investments,M,Uruguay,1708230002206,,0.0,1108.169,2404,2404
,,Sergio Stevanato & family,Stevanato,sergio-stevanato,no-pic,,,,,,,,,80,Medical packaging,Healthcare,M,Italy,1708230002206,https://specials-images.forbesimg.com/imageserve/5f4ff56c92007ee297ba0c26/416x416.jpg?background=000000&cropX1=0&cropX2=915&cropY1=83&cropY2=999,0.0,7561.909,328,328
,,Seth Boro,Boro,seth-boro,no-pic,,,,,,,CA,California,48,Private equity,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6515b80fbe967ee468465282/416x416.jpg?background=000000&cropX1=237&cropX2=1682&cropY1=0&cropY2=1445,0.0,3340.0,931,933
,,Shalom Meckenzie,Meckenzie,shalom-meckenzie,no-pic,,,,,,,,,47,sports betting,Gambling & Casinos,M,Israel,1708230002206,,0.0,1427.552,2027,2027
,,Shao Genhuo,Shao,shao-genhuo,shao-genhuo,,,,,,,,Beijing,58,Agribusiness,Food & Beverage,M,China,1708230002206,,0.0,1442.573,2010,2010
,,Shao Qinxiang,Shao,shao-qinxiang,no-pic,,,,,,,,Zhejiang,69,Diversified,Manufacturing,M,China,1708230002206,,0.0,1754.868,1717,1717
,,Shapoor Mistry,Mistry,shapoor-mistry-1,no-pic,,,,,,,,,59,Diversified,Diversified,M,Ireland,1708230002206,,0.0,9318.702,246,247
,,Sharon Azrieli,Azrieli,sharon-azrieli,no-pic-female,,,,,,,,Quebec,63,Real estate,Real Estate,F,Canada,1708230002206,,0.0,1347.692,2129,2131
,,Shashishekar Pandit,Pandit,shashishekar-pandit,no-pic,,,,,,,,,73,Software,Technology,M,India,1708230002206,,0.0,1315.809,2160,2160
,,Shay Banon,Banon,shay-banon,no-pic,,,,,,,CA,California,46,search engine,Technology,M,Israel,1708230002206,,0.0,1434.034,2023,2023
,,Shekhar Bajaj,Bajaj,shekhar-bajaj,no-pic,,,,,,,,,75,Diversified,Diversified,M,India,1708230002206,,0.0,3735.341,802,804
,,Shi Yifeng,Shi,shi-yifeng,no-pic,,,,,,,,Beijing,50,Medical cosmetics,Healthcare,M,China,1708230002206,,0.0,1196.2,2292,2292
,,Shi Yonghong & family,Shi,shi-yonghong,no-pic,,,,,,,,Sichuan,55,Restaurants,Food & Beverage,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5bcfb0fb31358e5b43344b63/416x416.jpg?background=000000&cropX1=257&cropX2=2143&cropY1=782&cropY2=2667,0.0,2220.94,1410,1410
,,Shirley Kao,Kao,shirley-kao,no-pic-female,,,,,,,,,67,Food & beverage retailing,Food & Beverage,F,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/63a0cc0849b4b4d012f31903/416x416.jpg?background=000000&cropX1=392&cropX2=899&cropY1=200&cropY2=708,0.0,1224.937,2262,2262
,,Shiv Kishan Agrawal,Agrawal,shiv-kishan-agrawal,no-pic,,,,,,,,,83,Snacks,Food & Beverage,M,India,1708230002206,,0.0,1444.848,2008,2008
,,Shlomo Eliahu,Eliahu,shlomo-eliahu,shlomo-eliahu,,,,,,,,,88,Insurance,Finance & Investments,M,Israel,1708230002206,,0.0,1078.038,2447,2447
,,Shlomo Kramer,Kramer,shlomo-kramer,no-pic,,,,,,,,,57,"Software, investments",Technology,M,Israel,1708230002206,,0.0,2170.0,1434,1434
,,Shunsaku Sagami,Sagami,shunsaku-sagami,no-pic,,,,,,,,,32,m&a brokerage,Finance & Investments,M,Japan,1708230002206,https://specials-images.forbesimg.com/imageserve/644bfa5203c7b3c78ceb4790/416x416.jpg?background=000000&cropX1=218&cropX2=750&cropY1=82&cropY2=614,0.0,1757.568,1714,1714
,,Shyam Bhartia,Bhartia,shyam-bhartia,no-pic,,,,,,,,,71,"Pharmaceuticals, food",Healthcare,M,India,1708230002206,,0.0,1535.45,1909,1909
,,Simona Giorgetta,Giorgetta,simona-giorgetta,no-pic-female,,,,,,,,,46,Chemical products,Construction & Engineering,F,Italy,1708230002206,,0.0,1278.868,2208,2208
,,Sjamsul Nursalim,Nursalim,sjamsul-nursalim,sjamsul-nursalim,,,,,,,,,82,"Tires, retail",Automotive,M,Indonesia,1708230002206,https://specials-images.forbesimg.com/imageserve/61b1264227c4ce2a25d56fb6/416x416.jpg?background=000000&cropX1=306&cropX2=1296&cropY1=0&cropY2=989,0.0,1323.95,2150,2150
,,Sky Xu,Xu,sky-xu,no-pic,,,,,,,,Guangdong,40,E-commerce,Fashion & Retail,M,China,1708230002206,,0.0,11200.0,175,175
,,Soegiarto Adikoesoemo,Adikoesoemo,soegiarto-adikoesoemo,soegiarto-adikoesoemo,,,,,,,,,85,Chemicals,Logistics,M,Indonesia,1708230002206,https://specials-images.forbesimg.com/imageserve/61b126ce2b09f25babd56fb4/416x416.jpg?background=000000&cropX1=163&cropX2=646&cropY1=100&cropY2=583,0.0,1498.575,1954,1954
,,Soichiro Minami,Minami,soichiro-minami,no-pic,,,,,,,,,47,Internet and software,Technology,M,Japan,1708230002206,https://specials-images.forbesimg.com/imageserve/624b0a04d846321059dcafb7/416x416.jpg?background=000000&cropX1=0&cropX2=1024&cropY1=11&cropY2=1035,0.0,1027.552,2509,2509
,,Solina Chau,Chau,solina-chau,solina-chau,,,,,,,,,62,Investment,Finance & Investments,F,Hong Kong,1708230002206,//specials-images.forbesimg.com/imageserve/5deeca06afc4a40007e734bc/416x416.jpg?background=000000&cropX1=46&cropX2=285&cropY1=21&cropY2=260,0.0,2525.035,1254,1254
,,Somsri Lamsam,Lamsam,somsri-lamsam,no-pic,,,,,,,,,,Diversified,Diversified,M,Thailand,1708230002206,,0.0,1951.76,1581,1581
,,Somurai Jaruphnit,Jaruphnit,somurai-jaruphnit,no-pic-female,,,,,,,,,,Diversified,Diversified,F,Thailand,1708230002206,,0.0,3903.02,769,769
,,Song Fei,Song,song-fei,no-pic,,,,,,,,Shandong,57,Machinery,Manufacturing,M,China,1708230002206,,0.0,1097.027,2421,2421
,,Song Zuowen,Song,song-zuowen,song-zuowen,,,,,,,,Shandong,76,"Aluminum, diversified",Diversified,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,2413.391,1311,1311
,,Spiro Latsis & family,Latsis,spiro-latsis,spiro-latsis,,,,,,,,,77,"Banking, shipping",Diversified,M,Greece,1708230002206,//specials-images.forbesimg.com/imageserve/56ca07f8e4b062f6b59a2de6/416x416.jpg?background=000000&cropX1=2&cropX2=703&cropY1=35&cropY2=736,0.0,1960.863,1575,1575
,,Stanley Motta,Motta,stanley-motta,no-pic,,,,,,,,,78,Finance,Finance & Investments,M,Panama,1708230002206,,0.0,1126.795,2379,2379
,,Stanley Tang,Tang,stanley-tang,no-pic,,,,,,,CA,California,31,food delivery app,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/64ef8e799952a4ff471e813e/416x416.jpg?background=000000&cropX1=196&cropX2=577&cropY1=331&cropY2=712,0.0,1545.711,1896,1896
,,Stefan Pierer,Pierer,stefan-pierer,stefan-pierer,,,,,,,,,67,Automotive,Automotive,M,Austria,1708230002206,//specials-images.forbesimg.com/imageserve/5a7c6e22a7ea43169012fdf4/416x416.jpg?background=000000&cropX1=139&cropX2=911&cropY1=117&cropY2=890,0.0,1061.588,2468,2468
,,Stefan Soloviev,Soloviev,stefan-soloviev,no-pic,,,,,,,FL,Florida,48,"Real estate, grains",Real Estate,M,United States,1708230002206,,0.0,2274.501,1376,1376
,,Stefan Wirtgen,Wirtgen,stefan-wirtgen,no-pic,,,,,,,,,53,Construction Vehicles,Construction & Engineering,M,Germany,1708230002206,,0.0,2875.916,1103,1104
,,Stelios Haji-Ioannou,Haji-Ioannou,stelios-haji-ioannou,stelios-haji-ioannou,,,,,,,,,57,EasyJet,Service,M,Cyprus,1708230002206,//specials-images.forbesimg.com/imageserve/5e75873cc7b02d000666c33e/416x416.jpg?background=000000&cropX1=598&cropX2=1754&cropY1=820&cropY2=1975,0.0,1091.464,2430,2430
,,Stephan Schnabel,Schnabel,stephan-schnabel,no-pic,,,,,,,,,49,Chemicals,Manufacturing,M,Germany,1708230002206,https://specials-images.forbesimg.com/imageserve/62461a2664b55a43ca42f667/416x416.jpg?background=000000&cropX1=85&cropX2=395&cropY1=0&cropY2=310,0.0,3593.887,844,844
,,Stéphane Bancel,Bancel,stephane-bancel,no-pic,,,,,,,MA,Massachusetts,51,"Biotech, vaccines",Healthcare,M,France,1708230002206,//specials-images.forbesimg.com/imageserve/5ea8930bc331c8000647d057/416x416.jpg?background=000000&cropX1=1959&cropX2=4539&cropY1=286&cropY2=2863,0.0,3441.554,894,894
,,Stephane Bonvin,Bonvin,stephane-bonvin,no-pic,,,,,,,,,57,Real estate,Real Estate,M,Switzerland,1708230002206,https://specials-images.forbesimg.com/imageserve/62461ad38c909b2414503f2b/416x416.jpg?background=000000&cropX1=545&cropX2=1466&cropY1=22&cropY2=943,0.0,1116.267,2394,2394
,,Stephen Butt & family,Butt,stephen-butt,no-pic,,,,,,,,,68,Supermarkets,Fashion & Retail,M,United States,1708230002206,,0.0,1988.267,1554,1554
,,Stephen Deckoff,Deckoff,stephen-deckoff,no-pic,,,,,,,,U.S. Virgin Islands,58,Private equity,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/632e0d6bbffd29114444b11f/416x416.jpg?background=000000&cropX1=95&cropX2=785&cropY1=57&cropY2=747,0.0,3229.8,970,970
,,Steven Meng Yang & family,Yang,steven-meng-yang,no-pic,,,,,,,,Hunan,41,Electronics,Technology,M,China,1708230002206,,0.0,2147.939,1441,1441
,,Steven Schuurman,Schuurman,steven-schuurman,no-pic,,,,,,,,,48,software,Technology,M,Netherlands,1708230002206,//specials-images.forbesimg.com/imageserve/5c71560e31358e35dd26f1da/416x416.jpg?background=000000&cropX1=931&cropX2=3320&cropY1=246&cropY2=2633,0.0,1609.983,1835,1835
,,Stewart Butterfield,Butterfield,stewart-butterfield,no-pic,,,,,,,CO,Colorado,50,Messaging software,Technology,M,Canada,1708230002206,//specials-images.forbesimg.com/imageserve/5d9f4d1867dd830006a3215e/416x416.jpg?background=000000&cropX1=462&cropX2=2277&cropY1=490&cropY2=2306,0.0,1652.436,1803,1803
,,Stewart Resnick,Resnick,stewart-resnick,no-pic,,,,,,,CA,California,87,Agriculture,Food & Beverage,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/64ef8dc48e2e0ca193b575a5/416x416.jpg?background=000000&cropX1=6&cropX2=1600&cropY1=37&cropY2=1631,0.0,5578.0,519,520
,,Su Qingcan,Su,su-qingcan,no-pic,,,,,,,,Fujian,55,Healthcare,Healthcare,M,China,1708230002206,,0.0,1846.232,1647,1647
,,Subba Rao Jasti,Jasti,subba-rao-jasti,no-pic,,,,,,,,,97,pharmaceuticals,Healthcare,M,India,1708230002206,,0.0,1042.822,2494,2494
,,Suman Munjal,Munjal,suman-munjal,no-pic,,,,,,,,,70,Motorcycles,Automotive,M,India,1708230002206,,0.0,1717.323,1748,1748
,,Summerfield Johnston Jr,Johnston,summerfield-johnston-jr,summerfield-johnston-jr,,,,,,,TN,Tennessee,91,Coca-Cola,Food & Beverage,M,United States,1708230002206,,0.0,1165.453,2331,2331
,,Sun Guangxin,Sun,sun-guangxin,sun-guangxin,,,,,,,,Xinjiang,61,Diversified,Diversified,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,2450.554,1289,1289
,,Sun Weijie,Sun,sun-weijie-1,no-pic,,,,,,,,Shandong,60,Oilfield equipment,Manufacturing,M,China,1708230002206,,0.0,1025.703,2513,2513
,,Sunil Mittal,Mittal,sunil-mittal-1,no-pic,,,,,,,,,66,Telecom,Telecom,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/652571e8be7ba04345236cf3/416x416.jpg?background=000000&cropX1=634&cropX2=3181&cropY1=120&cropY2=2667,0.0,8860.631,269,269
,,Sunil Vachani,Vachani,sunil-vachani,no-pic,,,,,,,,,55,electronics,Manufacturing,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/603958526b4ff6159350f147/416x416.jpg?background=000000&cropX1=145&cropX2=1097&cropY1=199&cropY2=1151,0.0,1529.493,1918,1918
,,Sunjay Kapur,Kapur,sunjay-kapur,no-pic,,,,,,,,,52,Auto parts,Automotive,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/61e9d9ba3e4ba79c42f8177a/416x416.jpg?background=000000&cropX1=137&cropX2=2008&cropY1=170&cropY2=2043,0.0,1472.607,1980,1980
,,Suresh Krishna,Krishna,suresh-krishna,no-pic,,,,,,,,,87,Auto parts,Automotive,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/62165cc332842f97504b2488/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,0.0,1361.122,2112,2112
,,Surjit Kumar Gupta,Gupta,surjit-kumar-gupta,no-pic,,,,,,,,,82,Electrical equipment,Manufacturing,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/5c709e694bbe6f65d4665b58/416x416.jpg?background=000000&cropX1=3&cropX2=218&cropY1=12&cropY2=227,0.0,2126.998,1458,1458
,,Susan Carol Holland,Holland,susan-carol-holland,no-pic-female,,,,,,,,,67,Hearing aids,Manufacturing,F,Italy,1708230002206,,0.0,3298.819,945,945
,,Susan Co,Co,susan-co,no-pic-female,,,,,,,,,66,Retail,Fashion & Retail,F,Philippines,1708230002206,,0.0,1082.204,2442,2442
,,Syed Mokhtar AlBukhary,AlBukhary,syed-mokhtar-albukhary,syed-mokhtar-albukhary,,,,,,,,,72,"Engineering, automotive",Construction & Engineering,M,Malaysia,1708230002206,//specials-images.forbesimg.com/imageserve/5e5fd978e1e617000758d5f3/416x416.jpg?background=000000&cropX1=304&cropX2=1210&cropY1=208&cropY2=1114,0.0,1359.075,2113,2113
,,Sytse 'Sid' Sijbrandij,Sijbrandij,sytse-sid-sijbrandij,no-pic,,,,,,,CA,California,44,Software,Technology,M,Netherlands,1708230002206,https://specials-images.forbesimg.com/imageserve/61702444543c35d225c774b5/416x416.jpg?background=000000&cropX1=114&cropX2=684&cropY1=369&cropY2=939,0.0,1849.72,1645,1645
,,Taavet Hinrikus,Hinrikus,taavet-hinrikus,no-pic,,,,,,,,,41,"payments, banking",Finance & Investments,M,Estonia,1708230002206,https://specials-images.forbesimg.com/imageserve/60edcb639d570592db9b52a9/416x416.jpg?background=000000&cropX1=1114&cropX2=2931&cropY1=234&cropY2=2052,0.0,1083.046,2441,2441
,,Tadako Nakatani,Nakatani,tadako-nakatani,no-pic-female,,,,,,,,,,Medical diagnostic equipment,Healthcare,F,Japan,1708230002206,,0.0,1151.021,2343,2343
,,Takaya Awata,Awata,takaya-awata,no-pic,,,,,,,,,62,restaurants,Food & Beverage,M,Japan,1708230002206,,0.0,1171.222,2322,2322
,,Tang Aoqi & family,Tang,tang-aoqi,no-pic,,,,,,,,Jiangsu,78,Auto parts,Automotive,M,China,1708230002206,,0.0,1263.194,2221,2221
,,Tang Binsen,Tang,tang-binsen,no-pic,,,,,,,,Beijing,41,Beverages,Food & Beverage,M,China,1708230002206,,0.0,1500.0,1944,1950
,,Tang Rui,Tang,tang-rui,no-pic,,,,,,,,Shanghai,48,Semiconductors,Technology,M,China,1708230002206,,0.0,1500.0,1944,1951
,,Tang Xiuguo,Tang,tang-xiuguo,tang-xiuguo,,,,,,,,Hunan,60,Manufacturing,Manufacturing,M,China,1708230002206,,0.0,1035.362,2501,2501
,,Tanya Saadé Zeenny,Saadé Zeenny,tanya-saade-zeenny,no-pic-female,,,,,,,,,56,Shipping,Logistics,F,France,1708230002206,,0.0,9826.544,217,219
,,Taylor Swift,Swift,taylor-swift,taylor-swift,,,,,,,TN,Tennessee,34,music,Media & Entertainment,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/646e6affb9a2a85595a62c39/416x416.jpg?background=000000&cropX1=239&cropX2=1812&cropY1=256&cropY2=1830,0.0,1148.31,2349,2349
,,Tench Coxe,Coxe,tench-coxe,no-pic,,,,,,,CA,California,66,Venture capital,Finance & Investments,M,United States,1708230002206,,0.0,3973.077,758,758
,,Thierry Cruanes,Cruanes,thierry-cruanes,no-pic,,,,,,,CA,California,56,software,Technology,M,United States,1708230002206,,0.0,1508.048,1935,1935
,,Thomas von Koch,von Koch,thomas-von-koch,no-pic,,,,,,,,,57,Asset management,Finance & Investments,M,Sweden,1708230002206,,0.0,1391.799,2067,2067
,,Thongma Vijitpongpun,Vijitpongpun,thongma-vijitpongpun,thongma-vijitpongpun,,,,,,,,,66,Real estate,Real Estate,M,Thailand,1708230002206,//specials-images.forbesimg.com/imageserve/5af9bd6031358e612fb8f036/416x416.jpg?background=000000&cropX1=130&cropX2=760&cropY1=258&cropY2=887,0.0,1124.661,2382,2382
,,Tianqiao Chen,Chen,tianqiao-chen,tianqiao-chen,,,,,,,CA,California,50,Online games,Technology,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/5e74f5d12a573300068fdc94/416x416.jpg?background=000000&cropX1=1469&cropX2=2338&cropY1=611&cropY2=1479,0.0,1033.69,2503,2503
,,Tiger Woods,Woods,tiger-woods,tiger-woods,,,,,,,FL,Florida,48,Golf,Sports,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/627bed95471ba72af4c88a13/416x416.jpg?background=000000&cropX1=1467&cropX2=2459&cropY1=128&cropY2=1119,0.0,1067.0,2460,2460
,,Tim Cook,Cook,tim-cook,tim-cook,,,,,,,CA,California,63,Apple,Technology,M,United States,1708230002206,,0.0,2099.514,1476,1476
,,Timm Oberwelland,Oberwelland,timm-oberwelland,no-pic,,,,,,,,,,Candy,Food & Beverage,M,Germany,1708230002206,,0.0,2747.615,1157,1157
,,Timothy Dunn & family,Dunn,timothy-dunn,no-pic,,,,,,,TX,Texas,68,Energy,Energy,M,United States,1708230002206,,0.0,1888.971,1615,1615
,,Timothy Springer,Springer,timothy-springer,no-pic,,,,,,,MA,Massachusetts,75,Biotech,Healthcare,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6063bff2da160c7d05790c50/416x416.jpg?background=000000&cropX1=425&cropX2=3067&cropY1=0&cropY2=2643,0.003,1355.033,2115,2115
,,Timur Turlov,Turlov,timur-turlov,no-pic,,,,,,,,,36,Stock brokerage,Finance & Investments,M,Kazakhstan,1708230002206,https://specials-images.forbesimg.com/imageserve/61152cdd55eb0bfda1c8d58a/416x416.jpg?background=000000&cropX1=659&cropX2=1568&cropY1=81&cropY2=991,0.0,3451.457,891,891
,,Todd Boehly,Boehly,todd-boehly,no-pic,,,,,,,CT,Connecticut,50,Finance,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6241bde084706ec354bb0673/416x416.jpg?background=000000&cropX1=984&cropX2=3742&cropY1=96&cropY2=2852,0.0,6050.674,465,465
,,Tom Ford,Ford,tom-ford-1,no-pic,,,,,,,CA,California,62,Fashion,Fashion & Retail,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/642b3388641e50b0dfdeb166/416x416.jpg?background=000000&cropX1=0&cropX2=1535&cropY1=72&cropY2=1608,0.0,2248.0,1389,1389
,,Tom Werner,Werner,tom-werner-1,no-pic,,,,,,,CA,California,73,Sports teams,Sports,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62448edf1c86e6cb5831a3b8/416x416.jpg?background=000000&cropX1=1150&cropX2=2332&cropY1=69&cropY2=1250,0.0,1723.2,1742,1742
,,Tony Xu,Xu,tony-xu,no-pic,,,,,,,CA,California,39,food delivery service,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/6022e7378d2f6211a3daf44a/416x416.jpg?background=000000&cropX1=81&cropX2=2035&cropY1=34&cropY2=1988,0.0,1715.61,1751,1751
,,Tope Awotona,Awotona,tope-awotona,no-pic,,,,,,,GA,Georgia,42,Software,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/62449077d0f3d5647c31a3b8/416x416.jpg?background=000000&cropX1=0&cropX2=1677&cropY1=262&cropY2=1941,0.0,1200.0,2287,2290
,,Tory Burch,Burch,tory-burch,tory-burch,,,,,,,NY,New York,57,Fashion,Fashion & Retail,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/632f611c2bddfc8f0444b12c/416x416.jpg?background=000000&cropX1=2&cropX2=1080&cropY1=0&cropY2=1078,0.0,1257.125,2228,2228
,,Toto Wolff,Wolff,toto-wolff,no-pic,,,,,,,,,52,Sports,Sports,M,Austria,1708230002206,https://specials-images.forbesimg.com/imageserve/642c344503d1b87a1be1c15b/416x416.jpg?background=000000&cropX1=1035&cropX2=2344&cropY1=146&cropY2=1455,0.0,1560.074,1881,1881
,,Tran Dinh Long,Tran Dinh,tran-dinh-long,no-pic,,,,,,,,,63,Steel,Manufacturing,M,Vietnam,1708230002206,,0.0,2401.236,1321,1321
,,Travis Boersma,Boersma,travis-boersma,no-pic,,,,,,,OR,Oregon,53,Coffee,Food & Beverage,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/61eecba2254eff31bc4cef6b/416x416.jpg?background=000000&cropX1=593&cropX2=1351&cropY1=224&cropY2=983,0.0,1838.176,1649,1649
,,Trudy Cathy White,Cathy White,trudy-cathy-white,no-pic-female,,,,,,,GA,Georgia,68,Chick-fil-A,Food & Beverage,F,United States,1708230002206,,0.0,11639.391,164,166
,,Tsai Ming-kai,Tsai,tsai-ming-kai,tsai-ming-kai,,,,,,,,,73,Semiconductors,Technology,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/6091c61237664457e5a65df5/416x416.jpg?background=000000&cropX1=4&cropX2=318&cropY1=0&cropY2=314,0.0,2916.04,1087,1087
,,Tsao Ter-fung,Tsao,tsao-ter-fung,no-pic,,,,,,,,,77,Food,Food & Beverage,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/643ffee06f3860b75876b619/416x416.jpg?background=000000&cropX1=169&cropX2=1083&cropY1=82&cropY2=996,0.0,1089.284,2433,2433
,,Tseng Sing-ai,Tseng,tseng-sing-ai,no-pic-female,,,,,,,,,,Petrochemicals,Manufacturing,F,Taiwan,1708230002206,,0.0,1149.443,2344,2344
,,Tyler Perry,Perry,tyler-perry,tyler-perry,,,,,,,GA,Georgia,54,"Movies, television",Media & Entertainment,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ecc520236d6f40008dcdd7d/416x416.jpg?background=000000&cropX1=622&cropX2=3127&cropY1=5&cropY2=2509,0.0,1001.0,2540,2540
,,Tyler Winklevoss,Winklevoss,tyler-winklevoss,no-pic,,,,,,,NY,New York,42,Cryptocurrency,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/60637fc2b4b5991e325d5b97/416x416.jpg?background=000000&cropX1=151&cropX2=709&cropY1=67&cropY2=625,0.0,1380.584,2087,2087
,,Udo Tschira,Tschira,udo-tschira,no-pic,,,,,,,,,54,Software,Technology,M,Germany,1708230002206,,0.0,3217.363,977,978
